"","EorP","CapShape","CapSurf","CapColor","Bruises","Odor","GillAtt","GillSpace","GillSize","GillColor","StalkShape","StalkRoot","SsurfAbove","SsurfBelow","ScolorAbove","ScolorBelow","VeilType","VeilColor","RingNum","RingType","Spore","Pop","Habitat"
"1848","e","x","y","g","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","d"
"1849","e","f","f","g","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","d"
"1850","e","x","f","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","d"
"1851","e","f","f","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","d"
"1852","e","x","s","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1853","e","x","f","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","d"
"1854","e","x","f","n","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d"
"1855","e","x","f","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","d"
"1856","e","x","f","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","d"
"1857","e","x","f","y","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d"
"1858","e","x","f","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","d"
"1859","p","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","g"
"1860","e","x","s","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1861","e","x","f","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","d"
"1862","e","x","y","n","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","d"
"1863","e","x","f","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","g"
"1864","e","x","f","g","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","d"
"1865","e","x","s","g","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1866","e","x","y","e","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","d"
"1867","e","x","y","n","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","d"
"1868","e","x","s","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","g"
"1869","e","x","s","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1870","e","x","s","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1871","e","x","s","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","g"
"1872","e","f","f","e","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","d"
"1873","e","f","f","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1874","e","f","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1875","e","x","y","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","d"
"1876","e","x","f","e","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","d"
"1877","e","x","y","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","d"
"1878","e","x","f","e","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","d"
"1879","e","f","s","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1880","e","x","s","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1881","e","x","s","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1882","e","x","f","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","g"
"1883","e","x","f","e","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","d"
"1884","e","x","f","n","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","d"
"1885","e","f","f","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","d"
"1886","e","f","f","w","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d"
"1887","e","f","f","w","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1888","p","f","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","g"
"1889","e","f","f","g","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","d"
"1890","e","x","f","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","d"
"1891","e","x","s","w","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1892","e","x","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1893","e","x","s","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","g"
"1894","e","x","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","g"
"1895","e","x","s","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","g"
"1896","e","x","y","n","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","d"
"1897","e","x","f","n","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","d"
"1898","e","f","s","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1899","e","f","s","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1900","e","x","s","g","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1901","e","f","f","g","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","d"
"1902","e","x","s","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1903","e","f","f","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","a","g"
"1904","e","f","s","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","g"
"1905","e","x","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1906","e","f","f","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","g"
"1907","e","f","f","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1908","e","x","f","n","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","d"
"1909","e","f","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1910","e","f","s","w","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1911","e","x","y","e","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","d"
"1912","e","x","y","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","d"
"1913","e","x","y","e","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","d"
"1914","e","x","f","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1915","e","f","f","g","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1916","e","f","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","g"
"1917","p","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","u"
"1918","e","f","s","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1919","e","f","f","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","g"
"1920","e","f","f","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","d"
"1921","e","x","f","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","y","d"
"1922","e","f","f","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","g"
"1923","e","x","f","n","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","g"
"1924","e","x","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1925","e","x","y","e","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","d"
"1926","e","f","f","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","d"
"1927","e","x","f","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","g"
"1928","e","x","f","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1929","e","f","s","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","g"
"1930","e","f","s","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1931","p","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","u"
"1932","e","b","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","g"
"1933","e","x","f","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","d"
"1934","e","f","f","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1935","e","x","f","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1936","e","x","s","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","g"
"1937","e","f","s","w","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","d"
"1938","e","x","f","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","g"
"1939","e","x","s","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","g"
"1940","e","x","s","g","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","g"
"1941","e","x","y","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d"
"1942","e","f","f","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","d"
"1943","e","x","f","n","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","v","d"
"1944","e","f","f","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1945","e","f","s","n","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1946","p","f","s","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","u"
"1947","e","f","f","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1948","e","x","y","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","d"
"1949","e","x","y","g","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","d"
"1950","e","x","f","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","g"
"1951","e","x","f","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","d"
"1952","e","x","y","e","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","d"
"1953","e","x","f","g","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","d"
"1954","e","x","f","g","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","d"
"1955","e","x","f","n","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","d"
"1956","p","x","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","g"
"1957","e","x","f","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1958","e","x","y","n","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","d"
"1959","e","x","f","g","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","d"
"1960","p","f","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","g"
"1961","e","x","f","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","d"
"1962","e","x","f","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","g"
"1963","e","x","f","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","d"
"1964","e","f","f","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1965","e","f","s","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1966","e","f","s","n","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1967","e","x","y","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","d"
"1968","e","f","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1969","e","f","f","n","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","d"
"1970","e","f","s","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1971","e","x","f","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1972","e","f","f","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","g"
"1973","p","x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","u"
"1974","e","x","f","n","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","d"
"1975","e","f","s","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1976","p","f","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","g"
"1977","e","x","f","n","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","d"
"1978","e","x","f","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","d"
"1979","e","f","f","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1980","e","x","f","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","d"
"1981","e","f","f","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1982","e","x","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1983","e","x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","m"
"1984","e","x","s","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1985","e","x","y","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","d"
"1986","e","x","f","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","d"
"1987","e","x","s","g","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1988","p","f","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","u"
"1989","e","x","f","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","d"
"1990","p","f","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","u"
"1991","p","f","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","g"
"1992","e","x","f","g","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","d"
"1993","e","f","s","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","g"
"1994","e","x","f","g","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","d"
"1995","e","x","f","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1996","e","x","f","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","d"
"1997","e","f","s","n","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1998","e","f","f","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1999","e","x","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","g"
"2000","e","x","s","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","g"
"2001","e","x","f","n","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","d"
"2002","e","x","y","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","d"
"2003","e","f","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","g"
"2004","e","x","f","n","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","d"
"2005","p","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","u"
"2006","e","x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","g"
"2007","p","f","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","s","g"
"2008","e","f","f","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","g"
"2009","e","f","f","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","g"
"2010","p","f","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","g"
"2011","e","x","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","a","g"
"2012","e","x","f","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","g"
"2013","e","x","f","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","d"
"2014","e","f","f","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","g"
"2015","e","x","f","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","g"
"2016","e","f","s","g","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","g"
"2017","e","f","f","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","g"
"2018","e","f","s","y","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"2019","e","f","f","w","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"2020","e","f","f","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","g"
"2021","e","x","f","n","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","d"
"2022","e","x","y","g","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","y","d"
"2023","e","x","f","n","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","d"
"2024","e","x","f","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","g"
"2025","e","x","f","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","d"
"2026","e","x","f","n","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","k","v","d"
